HashFunction,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
e4271bfa42c7d18bdb727520323b806dbb4d8fa9b39f2dd096f37fef9f3007ea,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48dc08120e4fc356d86a9bc78bd6c2bad084e60f157360622a49e7af7733cfc8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8361ecb21e9ac54b722ccdc308ed76e60ee36d3d30b22e73516d52dbbb327ad9,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
9ae93ba8d8ae68f303d39d32a9c5a4de81d4a6957c0083d588206826596349a5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
ce580cfffb59dcee49885e7098e096dae99346d49a6db4e93fd9439db3db684d,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
c8bdbb90ba5c2a773141e963e7affb7370252fc58edec6e60def69c9028ec551,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
00527d3213ffd7d06d39012eda3fa8c3c249c43ac0296d560180aa260ad61656,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2e1ffa0408cf4946e0b110804d7de985a97c4ada5512b2472f3b763934be48c1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
fd39f3980ae14baa6b5d891e624f279d3415a499492a3c4429486365b4847ae6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39238cf9a15b5537e33ea8d425a654c437432154918bbe850aa357c8c9a83829,11,8,9,8,9,10,9,8,11,8,9,8,11,8,9,10,9,8,9,10
4e8b835dd835bbc64ad0577bfc94d88b844885441432bdea576af8110adbc27c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0cb89d3211a5c7bd08149e680f20d222f5515e170fbf055be147fd8305b5a2b9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5071340795d2e6af68c33e24dfa898971f9b596b743d1230f8d7edfc1e2bd43c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8d7ad96cb2aa5172544bef67c272f1ac6997b2b427aebb1b25073c40c63e6331,1,0,1,2,1,1,0,2,1,0,1,2,0,2,1,0,1,2,0,1
3e3e14e8d7ccf080460f796a8e29875c22b42414305e2765a3df926e1cfe72f6,4,3,4,4,5,3,4,4,4,4,5,3,4,5,4,3,4,4,4,5
effbd81657c62032e34d2e44ef9ffa1841bf3435bd90b843bdcf96e69ee04bbd,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8b4848a62a020081fa048b9757a22135354271c4450a02dc52a07ce2c7f9906a,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
eeb8b5fb0d8f831b4a3e2402e2a9dc31f63e815789eee5c8bb0148a0a1c500ad,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
caaa5e259e1e3f4fc7dab1e49b0a214ae4a9ce33dbb5cf90d0a5f13f9b67dacd,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5e5019dd882223fc4c27d614912168ae803ef76fb623958a6f89f25b4d687261,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
a681ceef63df5ca6672e35995747f408653b48972adbc87475c8ff71a38d061e,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
dc6c91f9fa21da21350923ed189a52eac22df1eccd347698043c87eb80f51798,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2
dbc7e756a1cdaf4ee5146485db06106db713735e0104ed37a10c6e619ca7ae18,28,27,31,39,42,34,35,33,32,31,25,33,37,32,40,23,39,39,28,30
ac9e4fb929cde81ccbb52bc04b01a40231aafc006cff62624fecb4d4618ad470,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
bef9b6ec71eece101d961a3cbee39394b0cad87e34a3e7a6fc4777ccd7599a2f,1,1,2,0,0,0,0,0,3,3,1,1,2,0,0,0,0,0,3,3
2376b3a91f511b728bcb807b24f969c37786deb1e81a03c32b7694546a3e1d26,2,0,4,0,0,2,0,4,0,0,2,0,4,0,0,2,0,4,0,0
